directory	srr_id	in_sample_list	in_sra_dir
Premalignant/Esophagus	SRR27477667	1	0
Premalignant/Esophagus	SRR27477668	1	0
Premalignant/Esophagus	SRR27477669	1	0
Premalignant/Esophagus	SRR27477670	1	0
Premalignant/Esophagus	SRR27477671	1	0
Premalignant/Esophagus	SRR27477672	1	0
Premalignant/Esophagus	SRR27477673	1	0
Premalignant/Esophagus	SRR27477674	1	0
Premalignant/Esophagus	SRR27477675	1	0
Premalignant/Esophagus	SRR27477676	1	0
Premalignant/Esophagus	SRR27477677	1	0
Premalignant/Esophagus	SRR27477678	1	0
Premalignant/Esophagus	SRR27477679	1	0
Premalignant/Esophagus	SRR27477680	1	0
Premalignant/Esophagus	SRR27477681	1	1
Premalignant/Esophagus	SRR27477682	1	0
Premalignant/Esophagus	SRR27477683	1	0
Premalignant/Esophagus	SRR27477684	1	0
Premalignant/Esophagus	SRR27477685	1	0
Premalignant/Esophagus	SRR27477686	1	0
Premalignant/Esophagus	SRR27477687	1	0
Premalignant/Esophagus	SRR27477688	1	0
Premalignant/Esophagus	SRR27477689	1	0
Premalignant/Esophagus	SRR27477690	1	0
Premalignant/Esophagus	SRR27477691	1	0
Premalignant/Esophagus	SRR27477692	1	1
Premalignant/Esophagus	SRR27477693	1	1
Premalignant/Esophagus	SRR27477694	1	1
Premalignant/Esophagus	SRR27477695	1	0
Premalignant/Esophagus	SRR27477696	1	0
Premalignant/Esophagus	SRR27477697	1	0
Premalignant/Esophagus	SRR27477698	1	0
Premalignant/Esophagus	SRR27477699	1	0
Premalignant/Esophagus	SRR27477700	1	0
Premalignant/Esophagus	SRR27477701	1	0
Premalignant/Esophagus	SRR27477702	1	0
Premalignant/Esophagus	SRR27477703	1	0
Premalignant/Esophagus	SRR27477704	1	0
Premalignant/Esophagus	SRR27477705	1	0
Premalignant/Esophagus	SRR27477706	1	0
Premalignant/Esophagus	SRR27477707	1	0
Premalignant/Esophagus	SRR27477708	1	0
Premalignant/Esophagus	SRR27477709	1	0
Premalignant/Esophagus	SRR27477710	1	1
Premalignant/Esophagus	SRR27477711	1	1
Premalignant/Esophagus	SRR27477712	1	0
Premalignant/Esophagus	SRR27477713	1	0
Premalignant/Esophagus	SRR27477714	1	0
Premalignant/Esophagus	SRR27477715	1	0
Premalignant/Esophagus	SRR27477716	1	0
Premalignant/Esophagus	SRR27477717	1	1
Premalignant/Esophagus	SRR27477718	1	0
Premalignant/Esophagus	SRR27477719	1	0
Premalignant/Esophagus	SRR27477720	1	1
Premalignant/Esophagus	SRR27477721	1	1
Premalignant/Esophagus	SRR27477722	1	0
Premalignant/Esophagus	SRR27477723	1	0
Premalignant/Esophagus	SRR27477724	1	0
Premalignant/Esophagus	SRR27477725	1	0
Premalignant/Esophagus	SRR27477726	1	0
Premalignant/Esophagus	SRR27477727	1	0
Premalignant/Esophagus	SRR27477728	1	0
Premalignant/Esophagus	SRR27477729	1	1
Premalignant/Esophagus	SRR27477730	1	0
Premalignant/Esophagus	SRR27477731	1	0
Premalignant/Esophagus	SRR27477732	1	0
Premalignant/Esophagus	SRR27477733	1	0
Premalignant/Esophagus	SRR27477734	1	0
Premalignant/Esophagus	SRR27477735	1	0
Premalignant/Esophagus	SRR27477736	1	0
Premalignant/Esophagus	SRR27477737	1	1
Premalignant/Esophagus	SRR27477738	1	0
Premalignant/Esophagus	SRR27477739	1	0
Premalignant/Esophagus	SRR27477740	1	0
Premalignant/Esophagus	SRR27477741	1	0
Premalignant/Esophagus	SRR27477742	1	0
Premalignant/Esophagus	SRR27477743	1	1
Premalignant/Esophagus	SRR27477744	1	1
Premalignant/Esophagus	SRR27477745	1	1
Premalignant/Esophagus	SRR27477746	1	0
Premalignant/Esophagus	SRR27477747	1	0
Premalignant/Esophagus	SRR27477748	1	0
Premalignant/Esophagus	SRR27477749	1	0
Premalignant/Esophagus	SRR27477750	1	0
Premalignant/Esophagus	SRR27477751	1	1
Premalignant/Gum+MouthOther	ERR649018	1	0
Premalignant/Gum+MouthOther	ERR649021	1	0
Premalignant/Gum+MouthOther	ERR649023	1	0
Premalignant/Gum+MouthOther	ERR649028	1	0
Premalignant/Gum+MouthOther	ERR649031	1	0
Premalignant/Gum+MouthOther	ERR649033	1	0
Premalignant/Gum+MouthOther	ERR649037	1	0
Premalignant/Gum+MouthOther	ERR649039	1	0
Premalignant/Gum+MouthOther	ERR649041	1	0
Premalignant/Gum+MouthOther	ERR649047	1	0
Premalignant/Gum+MouthOther	ERR649050	1	0
Premalignant/Gum+MouthOther	ERR649055	1	0
Premalignant/Gum+MouthOther	ERR649057	1	0
Premalignant/Gum+MouthOther	ERR649060	1	0
Premalignant/Gum+MouthOther	ERR649063	1	0
Premalignant/Gum+MouthOther	ERR649064	1	0
Premalignant/Gum+MouthOther	ERR649067	1	0
Premalignant/Gum+MouthOther	ERR649070	1	0
Premalignant/Gum+MouthOther	ERR649073	1	0
Premalignant/Gum+MouthOther	SRR12450077	1	0
Premalignant/Gum+MouthOther	SRR12450078	1	0
Premalignant/Gum+MouthOther	SRR12450079	1	0
Premalignant/Gum+MouthOther	SRR12450080	1	0
Premalignant/Gum+MouthOther	SRR12450081	1	0
Premalignant/Gum+MouthOther	SRR12450082	1	0
Premalignant/Gum+MouthOther	SRR12450083	1	0
Premalignant/Gum+MouthOther	SRR12450084	1	0
Premalignant/Gum+MouthOther	SRR12450085	1	0
Premalignant/Gum+MouthOther	SRR12450086	1	0
Premalignant/Gum+MouthOther	SRR23053103	1	0
Premalignant/Gum+MouthOther	SRR23053104	1	0
Premalignant/Gum+MouthOther	SRR23053105	1	0
Premalignant/Gum+MouthOther	SRR23053106	1	0
Premalignant/Gum+MouthOther	SRR23053107	1	0
Premalignant/Gum+MouthOther	SRR23053108	1	0
Premalignant/Gum+MouthOther	SRR23053109	1	0
Premalignant/Gum+MouthOther	SRR23053110	1	0
Premalignant/Gum+MouthOther	SRR23053111	1	0
Premalignant/Gum+MouthOther	SRR23053112	1	0
Premalignant/Gum+MouthOther	SRR23053113	1	0
Premalignant/Gum+MouthOther	SRR23053114	1	0
Premalignant/Gum+MouthOther	SRR23053115	1	0
Premalignant/Gum+MouthOther	SRR23053116	1	0
Premalignant/Gum+MouthOther	SRR23053117	1	0
Premalignant/Gum+MouthOther	SRR23053118	1	0
Premalignant/Gum+MouthOther	SRR23053119	1	0
Premalignant/Gum+MouthOther	SRR23053120	1	0
Premalignant/Gum+MouthOther	SRR23053121	1	0
Premalignant/Gum+MouthOther	SRR23053122	1	0
Premalignant/Gum+MouthOther	SRR23053123	1	0
Premalignant/Gum+MouthOther	SRR23053142	1	0
Premalignant/Gum+MouthOther	SRR23053143	1	0
Premalignant/Gum+MouthOther	SRR23053144	1	0
Premalignant/Gum+MouthOther	SRR23053145	1	0
Premalignant/Gum+MouthOther	SRR23053146	1	0
Premalignant/Gum+MouthOther	SRR23053147	1	0
Premalignant/Gum+MouthOther	SRR23053148	1	0
Premalignant/Gum+MouthOther	SRR23053149	1	0
Premalignant/Gum+MouthOther	SRR23053150	1	0
Premalignant/Gum+MouthOther	SRR23053151	1	0
Premalignant/Gum+MouthOther	SRR23053152	1	0
Premalignant/Gum+MouthOther	SRR23053153	1	0
Premalignant/Gum+MouthOther	SRR23053154	1	0
Premalignant/Gum+MouthOther	SRR23053155	1	0
Premalignant/Gum+MouthOther	SRR23053156	1	0
Premalignant/Gum+MouthOther	SRR23053157	1	0
Premalignant/Gum+MouthOther	SRR23053158	1	0
Premalignant/Gum+MouthOther	SRR23053159	1	0
Premalignant/Gum+MouthOther	SRR23053160	1	0
Premalignant/Gum+MouthOther	SRR23053161	1	0
Premalignant/Gum+MouthOther	SRR23053162	1	0
Premalignant/Gum+MouthOther	SRR23053163	1	0
Premalignant/Gum+MouthOther	SRR23053164	1	0
Premalignant/Gum+MouthOther	SRR23053165	1	0
Premalignant/Gum+MouthOther	SRR23053166	1	0
Premalignant/Gum+MouthOther	SRR23053167	1	0
Premalignant/Gum+MouthOther	SRR23053168	1	0
Premalignant/Gum+MouthOther	SRR23053169	1	0
Premalignant/Gum+MouthOther	SRR23053170	1	0
Premalignant/Gum+MouthOther	SRR23053171	1	0
Premalignant/Gum+MouthOther	SRR23053172	1	0
Premalignant/Gum+MouthOther	SRR23053173	1	0
Premalignant/Gum+MouthOther	SRR23053174	1	0
Premalignant/Gum+MouthOther	SRR23053175	1	0
Premalignant/Gum+MouthOther	SRR23053176	1	0
Premalignant/Gum+MouthOther	SRR23053177	1	0
Premalignant/Gum+MouthOther	SRR23053178	1	0
Premalignant/Gum+MouthOther	SRR23053179	1	0
Premalignant/Gum+MouthOther	SRR23053180	1	0
Premalignant/Gum+MouthOther	SRR23053181	1	0
Premalignant/Gum+MouthOther	SRR23053182	1	0
Premalignant/Gum+MouthOther	SRR23053183	1	0
Premalignant/Gum+MouthOther	SRR23053184	1	0
Premalignant/Gum+MouthOther	SRR23053185	1	0
Premalignant/Gum+MouthOther	SRR23053186	1	0
Premalignant/Gum+MouthOther	SRR23053187	1	0
Premalignant/Gum+MouthOther	SRR23053188	1	0
Premalignant/Gum+MouthOther	SRR23053189	1	0
Premalignant/Gum+MouthOther	SRR27993252	1	0
Premalignant/Gum+MouthOther	SRR27993253	1	0
Premalignant/Gum+MouthOther	SRR27993254	1	0
Premalignant/Gum+MouthOther	SRR27993255	1	0
Premalignant/Gum+MouthOther	SRR27993256	1	0
Tumors/Esophagus	ERR1141700	1	1
Tumors/Esophagus	ERR1141704	1	1
Tumors/Esophagus	ERR1141705	1	1
Tumors/Esophagus	ERR1141706	1	1
Tumors/Esophagus	ERR1141707	1	1
Tumors/Esophagus	ERR1141708	1	1
Tumors/Esophagus	ERR1141709	1	1
Tumors/Esophagus	ERR1141710	1	1
Tumors/Esophagus	ERR1141711	1	1
Tumors/Esophagus	ERR1141712	1	1
Tumors/Esophagus	ERR1141713	1	1
Tumors/Esophagus	ERR1141714	1	1
Tumors/Esophagus	ERR1141715	1	1
Tumors/Esophagus	ERR1141716	1	1
Tumors/Esophagus	ERR1141717	1	1
Tumors/Esophagus	ERR1141718	1	1
Tumors/Esophagus	ERR1141719	1	1
Tumors/Esophagus	ERR3728075	1	1
Tumors/Esophagus	ERR3728076	1	1
Tumors/Esophagus	SRR3880241	1	0
Tumors/Esophagus	SRR4306272	1	0
Tumors/Esophagus	SRR5230942	1	1
Tumors/Esophagus	SRR5230943	1	1
Tumors/Esophagus	SRR5230944	1	1
Tumors/Esophagus	SRR5230945	1	1
Tumors/Esophagus	SRR5230946	1	1
Tumors/Esophagus	SRR8762209	1	0
Tumors/Esophagus	SRR9304310	1	0
Tumors/Gallbladder	DRR253234	1	0
Tumors/Gallbladder	DRR253235	1	0
Tumors/Gallbladder	DRR253236	1	0
Tumors/Gallbladder	DRR253237	1	0
Tumors/Gallbladder	DRR253238	1	0
Tumors/Gallbladder	DRR253239	1	0
Tumors/Gallbladder	DRR253240	1	0
Tumors/Gallbladder	DRR253241	1	0
Tumors/Gallbladder	DRR253242	1	0
Tumors/Gallbladder	DRR253243	1	0
Tumors/Gallbladder	DRR253244	1	0
Tumors/Gallbladder	DRR253245	1	0
Tumors/Gallbladder	DRR253246	1	0
Tumors/Gallbladder	DRR253247	1	0
Tumors/Gallbladder	DRR253248	1	0
Tumors/Gallbladder	DRR253249	1	0
Tumors/Gallbladder	DRR253250	1	0
Tumors/Gallbladder	DRR253251	1	0
Tumors/Gallbladder	DRR253252	1	0
Tumors/Gallbladder	DRR253253	1	0
Tumors/Gallbladder	DRR253254	1	0
Tumors/Gallbladder	DRR253255	1	0
Tumors/Gallbladder	DRR253256	1	0
Tumors/Gallbladder	DRR253257	1	0
Tumors/Gallbladder	DRR253258	1	0
Tumors/Gallbladder	DRR253259	1	0
Tumors/Gallbladder	DRR253260	1	0
Tumors/Gallbladder	DRR253261	1	0
Tumors/Gallbladder	DRR253262	1	0
Tumors/Gallbladder	DRR253263	1	0
Tumors/Gallbladder	DRR253264	1	0
Tumors/Gallbladder	DRR253265	1	0
Tumors/Gallbladder	DRR253266	1	0
Tumors/Gallbladder	DRR253267	1	0
Tumors/Gallbladder	DRR253268	1	0
Tumors/Gallbladder	DRR253269	1	0
Tumors/Gallbladder	SRR10305488	1	0
Tumors/Gallbladder	SRR10305490	1	0
Tumors/Gallbladder	SRR10305502	1	0
Tumors/Gallbladder	SRR10305524	1	0
Tumors/Gallbladder	SRR10305526	1	0
Tumors/Gallbladder	SRR10305528	1	0
Tumors/Gallbladder	SRR10305530	1	0
Tumors/Gallbladder	SRR10305532	1	0
Tumors/Gallbladder	SRR10305534	1	0
Tumors/Gallbladder	SRR10305536	1	0
Tumors/Gallbladder	SRR10380718	1	0
Tumors/Gallbladder	SRR10380720	1	0
Tumors/Gallbladder	SRR10380722	1	0
Tumors/Gallbladder	SRR10380724	1	0
Tumors/Gallbladder	SRR10380726	1	0
Tumors/Gallbladder	SRR10380728	1	0
Tumors/Gallbladder	SRR10380730	1	0
Tumors/Gallbladder	SRR10380732	1	0
Tumors/Gallbladder	SRR10380734	1	0
Tumors/Gallbladder	SRR10380736	1	0
Tumors/Gallbladder	SRR13729785	1	0
Tumors/Gallbladder	SRR13729786	1	0
Tumors/Gallbladder	SRR13729787	1	0
Tumors/Gallbladder	SRR13729788	1	0
Tumors/Gallbladder	SRR13729789	1	0
Tumors/Gallbladder	SRR15963863	1	0
Tumors/Gallbladder	SRR19139546	1	0
Tumors/Gallbladder	SRR19139547	1	0
Tumors/Gallbladder	SRR19139548	1	0
Tumors/Gallbladder	SRR19139549	1	0
Tumors/Gallbladder	SRR19139550	1	0
Tumors/Gallbladder	SRR19139551	1	0
Tumors/Gallbladder	SRR19139552	1	0
Tumors/Gallbladder	SRR19139553	1	0
Tumors/Gallbladder	SRR19139554	1	0
Tumors/Gallbladder	SRR19139555	1	0
Tumors/Gallbladder	SRR19139556	1	0
Tumors/Gallbladder	SRR19139557	1	0
Tumors/Gallbladder	SRR19139558	1	0
Tumors/Gallbladder	SRR25998611	1	0
Tumors/Gallbladder	SRR25998612	1	0
Tumors/Gallbladder	SRR25998613	1	0
Tumors/Gallbladder	SRR25998614	1	0
Tumors/Gallbladder	SRR25998615	1	0
Tumors/Gallbladder	SRR25998616	1	0
Tumors/Gallbladder	SRR25998621	1	0
Tumors/Gallbladder	SRR25998622	1	0
Tumors/Gallbladder	SRR30633528	1	0
Tumors/Gallbladder	SRR30633529	1	0
Tumors/Gallbladder	SRR30633530	1	0
Tumors/Gallbladder	SRR30633531	1	0
Tumors/Gallbladder	SRR30633532	1	0
Tumors/Gallbladder	SRR32560242	1	0
Tumors/Gallbladder	SRR32560243	1	0
Tumors/Gallbladder	SRR32560244	1	0
Tumors/Gallbladder	SRR32974236	1	1
Tumors/Gallbladder	SRR32974237	1	1
Tumors/Gallbladder	SRR32974238	1	1
Tumors/Gallbladder	SRR32974239	1	1
Tumors/Gallbladder	SRR32974240	1	1
Tumors/Gallbladder	SRR32974241	1	1
Tumors/Gallbladder	SRR32974242	1	1
Tumors/Gallbladder	SRR32974243	1	1
Tumors/Gallbladder	SRR32974250	1	1
Tumors/Gallbladder	SRR32974251	1	1
Tumors/Gallbladder	SRR32974252	1	1
Tumors/Gallbladder	SRR32974253	1	1
Tumors/Gallbladder	SRR32974254	1	1
Tumors/Gallbladder	SRR5742687	1	0
Tumors/Gallbladder	SRR5742689	1	0
Tumors/Gallbladder	SRR5742691	1	0
Tumors/Gallbladder	SRR5742693	1	0
Tumors/Gallbladder	SRR9203716	1	0
Tumors/Gallbladder	SRR9203717	1	0
Tumors/Gallbladder	SRR9203719	1	0
Tumors/Gallbladder	SRR9203720	1	0
Tumors/Gallbladder	SRR9203722	1	0
Tumors/Gallbladder	SRR9203723	1	0
Tumors/Gum+MouthOther	ERR2278845	0	1
Tumors/Gum+MouthOther	ERR2278846	0	1
Tumors/Gum+MouthOther	ERR2278847	0	1
Tumors/Gum+MouthOther	ERR2278848	1	1
Tumors/Gum+MouthOther	ERR2278849	1	1
Tumors/Gum+MouthOther	ERR2278850	0	1
Tumors/Gum+MouthOther	ERR2278851	1	1
Tumors/Gum+MouthOther	ERR2278852	0	1
Tumors/Gum+MouthOther	ERR2278853	1	1
Tumors/Gum+MouthOther	ERR2278854	0	1
Tumors/Gum+MouthOther	ERR2278855	0	1
Tumors/Gum+MouthOther	ERR2278856	0	1
Tumors/Gum+MouthOther	ERR2278857	1	1
Tumors/Gum+MouthOther	ERR2278858	1	1
Tumors/Gum+MouthOther	ERR2278859	0	1
Tumors/Gum+MouthOther	ERR2278860	1	1
Tumors/Gum+MouthOther	ERR2278861	0	1
Tumors/Gum+MouthOther	ERR2278862	0	1
Tumors/Gum+MouthOther	ERR2278863	1	1
Tumors/Gum+MouthOther	ERR2278864	1	1
Tumors/Gum+MouthOther	ERR2278865	0	1
Tumors/Gum+MouthOther	ERR2278866	0	1
Tumors/Gum+MouthOther	ERR2278867	1	1
Tumors/Gum+MouthOther	ERR2278868	0	1
Tumors/Gum+MouthOther	ERR2278869	0	1
Tumors/Gum+MouthOther	ERR2278870	1	1
Tumors/Gum+MouthOther	ERR2278871	1	1
Tumors/Gum+MouthOther	ERR2278872	1	0
Tumors/Gum+MouthOther	ERR2278873	0	1
Tumors/Gum+MouthOther	ERR2278874	0	1
Tumors/Gum+MouthOther	ERR2278875	1	1
Tumors/Gum+MouthOther	ERR2278876	0	1
Tumors/Gum+MouthOther	ERR2278877	0	1
Tumors/Gum+MouthOther	ERR2278878	0	1
Tumors/Gum+MouthOther	ERR2278879	1	1
Tumors/Gum+MouthOther	ERR2278880	0	1
Tumors/Gum+MouthOther	ERR2278881	0	1
Tumors/Gum+MouthOther	ERR2278882	0	1
Tumors/Gum+MouthOther	ERR2278883	0	1
Tumors/Gum+MouthOther	ERR2278884	0	1
Tumors/Gum+MouthOther	ERR2278885	0	1
Tumors/Gum+MouthOther	ERR649020	1	1
Tumors/Gum+MouthOther	ERR649024	1	1
Tumors/Gum+MouthOther	ERR649025	1	1
Tumors/Gum+MouthOther	ERR649027	1	1
Tumors/Gum+MouthOther	ERR649032	1	1
Tumors/Gum+MouthOther	ERR649036	1	1
Tumors/Gum+MouthOther	ERR649040	1	1
Tumors/Gum+MouthOther	ERR649042	1	1
Tumors/Gum+MouthOther	ERR649044	1	1
Tumors/Gum+MouthOther	ERR649045	1	1
Tumors/Gum+MouthOther	ERR649048	1	1
Tumors/Gum+MouthOther	ERR649051	1	1
Tumors/Gum+MouthOther	ERR649054	1	1
Tumors/Gum+MouthOther	ERR649056	1	1
Tumors/Gum+MouthOther	ERR649061	1	1
Tumors/Gum+MouthOther	ERR649065	1	1
Tumors/Gum+MouthOther	ERR649068	1	1
Tumors/Gum+MouthOther	ERR649071	1	1
Tumors/Gum+MouthOther	ERR649074	1	1
Tumors/Gum+MouthOther	SRR10502313	0	1
Tumors/Gum+MouthOther	SRR10502314	0	1
Tumors/Gum+MouthOther	SRR10502315	1	1
Tumors/Gum+MouthOther	SRR11783208	1	1
Tumors/Gum+MouthOther	SRR11783209	1	1
Tumors/Gum+MouthOther	SRR11783210	1	1
Tumors/Gum+MouthOther	SRR11783211	1	1
Tumors/Gum+MouthOther	SRR11783212	1	1
Tumors/Gum+MouthOther	SRR12450087	1	1
Tumors/Gum+MouthOther	SRR12450088	1	1
Tumors/Gum+MouthOther	SRR12450089	1	1
Tumors/Gum+MouthOther	SRR12450090	1	1
Tumors/Gum+MouthOther	SRR12450091	1	1
Tumors/Gum+MouthOther	SRR12450092	1	1
Tumors/Gum+MouthOther	SRR12450093	1	1
Tumors/Gum+MouthOther	SRR12450094	1	1
Tumors/Gum+MouthOther	SRR12450095	1	1
Tumors/Gum+MouthOther	SRR12450096	1	1
Tumors/Gum+MouthOther	SRR14740626	0	1
Tumors/Gum+MouthOther	SRR14740627	0	1
Tumors/Gum+MouthOther	SRR14740628	0	1
Tumors/Gum+MouthOther	SRR14740629	1	1
Tumors/Gum+MouthOther	SRR14740630	1	1
Tumors/Gum+MouthOther	SRR14740631	1	1
Tumors/Gum+MouthOther	SRR14740632	0	1
Tumors/Gum+MouthOther	SRR14740633	0	1
Tumors/Gum+MouthOther	SRR14740634	1	1
Tumors/Gum+MouthOther	SRR16013048	0	1
Tumors/Gum+MouthOther	SRR16013050	0	1
Tumors/Gum+MouthOther	SRR16013052	1	1
Tumors/Gum+MouthOther	SRR16013056	0	1
Tumors/Gum+MouthOther	SRR16013059	0	1
Tumors/Gum+MouthOther	SRR16013061	1	1
Tumors/Gum+MouthOther	SRR16013064	0	1
Tumors/Gum+MouthOther	SRR16013065	0	1
Tumors/Gum+MouthOther	SRR16013067	0	1
Tumors/Gum+MouthOther	SRR16013070	0	1
Tumors/Gum+MouthOther	SRR16013078	0	1
Tumors/Gum+MouthOther	SRR16013079	0	1
Tumors/Gum+MouthOther	SRR16013080	0	1
Tumors/Gum+MouthOther	SRR16013082	0	1
Tumors/Gum+MouthOther	SRR16013083	0	1
Tumors/Gum+MouthOther	SRR16013084	0	1
Tumors/Gum+MouthOther	SRR16013088	0	1
Tumors/Gum+MouthOther	SRR16612818	1	1
Tumors/Gum+MouthOther	SRR16612820	1	1
Tumors/Gum+MouthOther	SRR16612822	1	1
Tumors/Gum+MouthOther	SRR16612824	1	1
Tumors/Gum+MouthOther	SRR16612826	1	1
Tumors/Gum+MouthOther	SRR16612827	1	1
Tumors/Gum+MouthOther	SRR16612829	1	1
Tumors/Gum+MouthOther	SRR16612832	1	1
Tumors/Gum+MouthOther	SRR16612834	1	1
Tumors/Gum+MouthOther	SRR16612835	1	1
Tumors/Gum+MouthOther	SRR16612837	1	1
Tumors/Gum+MouthOther	SRR16612840	1	1
Tumors/Gum+MouthOther	SRR16612842	1	1
Tumors/Gum+MouthOther	SRR16612843	1	1
Tumors/Gum+MouthOther	SRR16612845	1	1
Tumors/Gum+MouthOther	SRR16612848	1	1
Tumors/Gum+MouthOther	SRR16612850	1	1
Tumors/Gum+MouthOther	SRR16940415	1	1
Tumors/Gum+MouthOther	SRR16940419	1	1
Tumors/Gum+MouthOther	SRR16940424	1	1
Tumors/Gum+MouthOther	SRR16940428	1	1
Tumors/Gum+MouthOther	SRR16940429	1	1
Tumors/Gum+MouthOther	SRR16940431	1	1
Tumors/Gum+MouthOther	SRR16940439	1	1
Tumors/Gum+MouthOther	SRR16940448	1	1
Tumors/Gum+MouthOther	SRR16940454	1	1
Tumors/Gum+MouthOther	SRR16940459	1	1
Tumors/Gum+MouthOther	SRR16940463	1	1
Tumors/Gum+MouthOther	SRR20313708	1	1
Tumors/Gum+MouthOther	SRR20313709	1	1
Tumors/Gum+MouthOther	SRR20313712	1	1
Tumors/Gum+MouthOther	SRR20313713	1	1
Tumors/Gum+MouthOther	SRR20313714	1	1
Tumors/Gum+MouthOther	SRR20313715	1	1
Tumors/Gum+MouthOther	SRR20313716	1	1
Tumors/Gum+MouthOther	SRR20313717	1	1
Tumors/Gum+MouthOther	SRR20313718	1	1
Tumors/Gum+MouthOther	SRR20313719	1	1
Tumors/Gum+MouthOther	SRR20313720	1	1
Tumors/Gum+MouthOther	SRR20313721	1	1
Tumors/Gum+MouthOther	SRR20313722	1	1
Tumors/Gum+MouthOther	SRR20313723	1	1
Tumors/Gum+MouthOther	SRR20313724	1	1
Tumors/Gum+MouthOther	SRR20313726	1	1
Tumors/Gum+MouthOther	SRR20313728	1	1
Tumors/Gum+MouthOther	SRR20313729	1	1
Tumors/Gum+MouthOther	SRR20313730	1	1
Tumors/Gum+MouthOther	SRR20313731	1	1
Tumors/Gum+MouthOther	SRR20313732	1	1
Tumors/Gum+MouthOther	SRR20313733	1	1
Tumors/Gum+MouthOther	SRR20313734	1	1
Tumors/Gum+MouthOther	SRR20313735	1	1
Tumors/Gum+MouthOther	SRR2094282	1	1
Tumors/Gum+MouthOther	SRR2094285	1	1
Tumors/Gum+MouthOther	SRR22149443	1	1
Tumors/Gum+MouthOther	SRR22149444	1	1
Tumors/Gum+MouthOther	SRR22149445	1	1
Tumors/Gum+MouthOther	SRR22149446	1	1
Tumors/Gum+MouthOther	SRR22149447	1	1
Tumors/Gum+MouthOther	SRR22149448	1	1
Tumors/Gum+MouthOther	SRR22827417	1	1
Tumors/Gum+MouthOther	SRR22827418	1	1
Tumors/Gum+MouthOther	SRR22827424	1	1
Tumors/Gum+MouthOther	SRR23053052	1	1
Tumors/Gum+MouthOther	SRR23053053	1	1
Tumors/Gum+MouthOther	SRR23053054	1	1
Tumors/Gum+MouthOther	SRR23053055	1	1
Tumors/Gum+MouthOther	SRR23053056	1	1
Tumors/Gum+MouthOther	SRR23053057	1	1
Tumors/Gum+MouthOther	SRR23053058	1	1
Tumors/Gum+MouthOther	SRR23053059	1	1
Tumors/Gum+MouthOther	SRR23053060	1	1
