directory	srr_id
Tumors/Pancreas	SRR27481290
Tumors/Pancreas	SRR27481291
Tumors/Pancreas	SRR27481292
Tumors/Pancreas	SRR27481293
Tumors/Pancreas	SRR27481294
Tumors/Pancreas	SRR27481295
Tumors/Pancreas	SRR27481296
Tumors/Pancreas	SRR27481297
Tumors/Pancreas	SRR27481298
Tumors/Pancreas	SRR27481299
Tumors/Pancreas	SRR27481300
Tumors/Pancreas	SRR27481301
Tumors/Pancreas	SRR27481302
Tumors/Pancreas	SRR28428334
Tumors/Pancreas	SRR28428335
Tumors/Pancreas	SRR28428336
Tumors/Pancreas	SRR28428337
Tumors/Pancreas	SRR28428338
Tumors/Pancreas	SRR28428339
Tumors/Pancreas	SRR28428340
Tumors/Pancreas	SRR28428341
Tumors/Pancreas	SRR30045786
Tumors/Pancreas	SRR30045787
Tumors/Pancreas	SRR30045788
Tumors/Pancreas	SRR30045789
Tumors/Pancreas	SRR30045790
Tumors/Pancreas	SRR30045791
Tumors/Pancreas	SRR30045792
Tumors/Pancreas	SRR30045793
Tumors/Pancreas	SRR30045794
Tumors/Pancreas	SRR30045795
Tumors/Pancreas	SRR30694397
Tumors/Pancreas	SRR30694398
Tumors/Pancreas	SRR30694399
Tumors/Pancreas	SRR30694400
Tumors/Pancreas	SRR30694401
Tumors/Pancreas	SRR30694402
Tumors/Pancreas	SRR30694403
Tumors/Pancreas	SRR30694404
Tumors/Pancreas	SRR30694405
Tumors/Pancreas	SRR30694406
Tumors/Pancreas	SRR30694407
Tumors/Pancreas	SRR30694408
Tumors/Pancreas	SRR30694409
Tumors/Pancreas	SRR30694410
Tumors/Pancreas	SRR30694411
Tumors/Pancreas	SRR30694412
Tumors/Pancreas	SRR30694413
Tumors/Pancreas	SRR30694414
Tumors/Pancreas	SRR30694415
Tumors/Pancreas	SRR30694416
Tumors/Pancreas	SRR30694417
Tumors/Pancreas	SRR30694418
Tumors/Pancreas	SRR30694419
Tumors/Pancreas	SRR30694420
Tumors/Pancreas	SRR30694421
Tumors/Pancreas	SRR30694422
Tumors/Pancreas	SRR30694423
Tumors/Pancreas	SRR30694424
Tumors/Pancreas	SRR30694425
Tumors/Pancreas	SRR30694426
Tumors/Pancreas	SRR30694427
Tumors/Pancreas	SRR30694428
Tumors/Pancreas	SRR30694429
Tumors/Pancreas	SRR30694430
Tumors/Pancreas	SRR30694431
Tumors/Pancreas	SRR30694432
Tumors/Pancreas	SRR30694433
Tumors/Pancreas	SRR30694434
Tumors/Pancreas	SRR30694435
Tumors/Pancreas	SRR30694436
Tumors/Pancreas	SRR30694437
Tumors/Pancreas	SRR30694438
Tumors/Pancreas	SRR30694439
Tumors/Pancreas	SRR30694440
Tumors/Pancreas	SRR3426643
Tumors/Pancreas	SRR3426644
Tumors/Pancreas	SRR3426653
Tumors/Pancreas	SRR3426654
Tumors/Pancreas	SRR3426655
Tumors/Pancreas	SRR3426656
Tumors/Pancreas	SRR3426657
Tumors/Pancreas	SRR3426658
Tumors/Pancreas	SRR34554384
Tumors/Pancreas	SRR34554385
Tumors/Pancreas	SRR34554386
Tumors/Pancreas	SRR34554387
Tumors/Pancreas	SRR34554388
Tumors/Pancreas	SRR34554389
Tumors/Pancreas	SRR7768608
Tumors/Pancreas	SRR7768609
Tumors/Pancreas	SRR7768610
Tumors/Pancreas	SRR7768611
Tumors/Pancreas	SRR7768612
Tumors/Pancreas	SRR7768613
Tumors/Pancreas	SRR7818905
Tumors/Pancreas	SRR7818906
Tumors/Pancreas	SRR7818907
Tumors/Pancreas	SRR7818908
Tumors/Pancreas	SRR7818909
Tumors/Pancreas	SRR7818910
Tumors/Pancreas	SRR7818911
Tumors/Pancreas	SRR7818912
Tumors/Pancreas	SRR7818913
Tumors/Pancreas	SRR7818914
Tumors/Pancreas	SRR9043607
Tumors/Pancreas	SRR9043608
Tumors/Pancreas	SRR9043609
Tumors/Pancreas	SRR9043610
Tumors/Pancreas	SRR9043611
Tumors/Pancreas	SRR9043612
Tumors/Pancreas	SRR9043613
Tumors/Pancreas	SRR9043614
Tumors/Pancreas	SRR9043615
Tumors/Pancreas	SRR9043616
Tumors/Pancreas	SRR9043617
Tumors/Pancreas	SRR9043618
Tumors/Pancreas	SRR9043619
Tumors/Pancreas	SRR9043620
Tumors/Pancreas	SRR9043621
Tumors/Pancreas	SRR9043622
Tumors/Pancreas	SRR9043623
Tumors/Pancreas	SRR9043624
Tumors/Pancreas	SRR9043625
Tumors/Pancreas	SRR9043626
Tumors/Pancreas	SRR9043627
Tumors/Pancreas	SRR9043628
Tumors/Pancreas	SRR9043629
Tumors/Pancreas	SRR9043630
Tumors/Pancreas	SRR9043631
Tumors/Pancreas	SRR9043632
Tumors/Pancreas	SRR9043633
Tumors/Pancreas	SRR9043634
Tumors/Pancreas	SRR9043635
Tumors/Pancreas	SRR9043636
Tumors/Pancreas	SRR9043637
Tumors/Pancreas	SRR9043638
Tumors/Pancreas	SRR9043639
Tumors/Pancreas	SRR9043640
Tumors/Pancreas	SRR9043641
Tumors/Pancreas	SRR9043642
Tumors/Pancreas	SRR9043643
Tumors/Pancreas	SRR9043644
Tumors/Pancreas	SRR9043645
Tumors/Pancreas	SRR9043646
Tumors/Pancreas	SRR9043647
Tumors/Pancreas	SRR9043648
Tumors/Pancreas	SRR9043649
Tumors/Pancreas	SRR9043650
Tumors/Pancreas	SRR9043651
Tumors/Pancreas	SRR9043652
Tumors/Pancreas	SRR9043653
Tumors/Pancreas	SRR9043654
Tumors/Pancreas	SRR9043655
Tumors/Pancreas	SRR9043656
Tumors/Pancreas	SRR9043657
Tumors/Pancreas	SRR9043658
Tumors/Pancreas	SRR9697593
Tumors/Pancreas	SRR9697594
Tumors/Pancreas	SRR9697595
Tumors/Pancreas	SRR9697614
Tumors/Pancreas	SRR9697633
Tumors/Pancreas	SRR9697716
Tumors/Pancreas	SRR9697845
Tumors/Pancreas	SRR9697850
Tumors/RenalPelvis	SRR24048108
Tumors/RenalPelvis	SRR24048109
Tumors/RenalPelvis	SRR24048118
Tumors/RenalPelvis	SRR24048125
Tumors/RenalPelvis	SRR24048143
Tumors/RenalPelvis	SRR24048922
Tumors/RenalPelvis	SRR26333221
Tumors/RenalPelvis	SRR26333222
Tumors/RenalPelvis	SRR26333223
Tumors/RenalPelvis	SRR26333224
Tumors/RenalPelvis	SRR26333225
Tumors/RenalPelvis	SRR26333229
Tumors/RenalPelvis	SRR26333230
Tumors/RenalPelvis	SRR26333231
Tumors/RenalPelvis	SRR26333233
Tumors/RenalPelvis	SRR26333234
Tumors/RenalPelvis	SRR26333235
Tumors/RenalPelvis	SRR26333236
Tumors/RenalPelvis	SRR26333237
Tumors/RenalPelvis	SRR26333238
Tumors/RenalPelvis	SRR26333239
Tumors/RenalPelvis	SRR26333240
Tumors/RenalPelvis	SRR26333241
Tumors/RenalPelvis	SRR26333242
Tumors/RenalPelvis	SRR26333243
Tumors/RenalPelvis	SRR26333244
Tumors/RenalPelvis	SRR26333245
Tumors/RenalPelvis	SRR26333246
Tumors/RenalPelvis	SRR26333249
Tumors/RenalPelvis	SRR26333256
Tumors/RenalPelvis	SRR26333260
Tumors/RenalPelvis	SRR26333261
Tumors/RenalPelvis	SRR26333263
Tumors/RenalPelvis	SRR26333264
Tumors/RenalPelvis	SRR26333266
Tumors/RenalPelvis	SRR26333270
Tumors/RenalPelvis	SRR26333271
Tumors/RenalPelvis	SRR26333272
Tumors/RenalPelvis	SRR26333273
Tumors/RenalPelvis	SRR26333274
Tumors/RenalPelvis	SRR26333275
Tumors/RenalPelvis	SRR26333276
Tumors/RenalPelvis	SRR26333277
Tumors/RenalPelvis	SRR26333278
Tumors/RenalPelvis	SRR26333279
Tumors/RenalPelvis	SRR26333280
Tumors/RenalPelvis	SRR26333281
Tumors/RenalPelvis	SRR26333282
Tumors/RenalPelvis	SRR26333283
Tumors/RenalPelvis	SRR26333284
Tumors/RenalPelvis	SRR26333286
Tumors/RenalPelvis	SRR26333291
Tumors/RenalPelvis	SRR26333293
Tumors/RenalPelvis	SRR26333294
Tumors/RenalPelvis	SRR26333297
Tumors/RenalPelvis	SRR26333298
Tumors/RenalPelvis	SRR26333299
Tumors/RenalPelvis	SRR26333305
Tumors/RenalPelvis	SRR26333306
Tumors/RenalPelvis	SRR32686225
Tumors/RenalPelvis	SRR32686228
Tumors/RenalPelvis	SRR8762523
Tumors/RenalPelvis	SRR8762607
Tumors/RenalPelvis	SRR8763049
Tumors/Salivary	SRR10246409
Tumors/Salivary	SRR10246410
Tumors/Salivary	SRR10246411
Tumors/Salivary	SRR10246412
Tumors/Salivary	SRR10246413
Tumors/Salivary	SRR10246414
Tumors/Salivary	SRR10246415
Tumors/Salivary	SRR10246416
Tumors/Salivary	SRR15100667
Tumors/Salivary	SRR15100669
Tumors/Salivary	SRR15100671
Tumors/Salivary	SRR15100673
Tumors/Salivary	SRR15100675
Tumors/Salivary	SRR15132669
Tumors/Salivary	SRR15132671
Tumors/Salivary	SRR15132673
Tumors/Salivary	SRR15132675
Tumors/Salivary	SRR15132677
Tumors/Salivary	SRR26033653
Tumors/Salivary	SRR26033654
Tumors/Salivary	SRR26033655
Tumors/Salivary	SRR26033656
Tumors/Salivary	SRR26033657
Tumors/Salivary	SRR26033658
Tumors/Salivary	SRR26033669
Tumors/Salivary	SRR26033680
Tumors/Salivary	SRR26033681
Tumors/Salivary	SRR26033682
Tumors/Salivary	SRR26033683
Tumors/Salivary	SRR26033684
Tumors/Salivary	SRR26033685
Tumors/Salivary	SRR26033686
Tumors/Salivary	SRR26033687
Tumors/Salivary	SRR26033688
Tumors/Salivary	SRR26033689
Tumors/Salivary	SRR26033690
Tumors/Salivary	SRR26033691
Tumors/Salivary	SRR26033692
Tumors/Salivary	SRR29065133
Tumors/Salivary	SRR29065134
Tumors/Salivary	SRR29065135
Tumors/Salivary	SRR29065136
Tumors/Salivary	SRR29065137
Tumors/Salivary	SRR29065138
Tumors/Salivary	SRR29065139
Tumors/Salivary	SRR29065140
Tumors/Salivary	SRR29065141
Tumors/Salivary	SRR29065142
Tumors/Salivary	SRR29065143
Tumors/Salivary	SRR29065144
Tumors/Salivary	SRR3056922
Tumors/Salivary	SRR3056923
Tumors/Salivary	SRR3056924
Tumors/Salivary	SRR30590360
Tumors/Salivary	SRR30590362
Tumors/Salivary	SRR30590363
Tumors/Salivary	SRR30590364
Tumors/Salivary	SRR30590365
Tumors/Salivary	SRR30590366
Tumors/Salivary	SRR30590367
Tumors/Salivary	SRR30590368
Tumors/Salivary	SRR30590369
Tumors/Salivary	SRR30590370
Tumors/Salivary	SRR30590371
Tumors/Salivary	SRR30590373
Tumors/Salivary	SRR30590374
Tumors/Salivary	SRR30590375
Tumors/Salivary	SRR30590376
Tumors/Salivary	SRR30590377
Tumors/Salivary	SRR30590378
Tumors/Salivary	SRR30590379
Tumors/Salivary	SRR30590381
Tumors/Salivary	SRR30590382
Tumors/Salivary	SRR30590384
Tumors/Salivary	SRR30590385
Tumors/Salivary	SRR30590386
Tumors/Salivary	SRR30590387
Tumors/Salivary	SRR3081601
Tumors/Salivary	SRR3081602
Tumors/Salivary	SRR3081603
Tumors/Salivary	SRR3081604
Tumors/Salivary	SRR3081605
Tumors/Salivary	SRR3081606
Tumors/Salivary	SRR3081607
Tumors/Salivary	SRR3081608
Tumors/Salivary	SRR3081609
Tumors/Salivary	SRR3081610
Tumors/Salivary	SRR3081611
Tumors/Salivary	SRR3081612
Tumors/Salivary	SRR3081613
Tumors/Salivary	SRR3081614
Tumors/Salivary	SRR3081615
Tumors/Salivary	SRR3081616
Tumors/Salivary	SRR3081617
Tumors/Salivary	SRR3081618
Tumors/Salivary	SRR3081619
Tumors/Salivary	SRR3081620
Tumors/Salivary	SRR3081621
Tumors/Salivary	SRR3081622
Tumors/Salivary	SRR3081623
Tumors/Salivary	SRR3081624
Tumors/Salivary	SRR3081625
Tumors/Salivary	SRR3081626
Tumors/Salivary	SRR3081627
Tumors/Salivary	SRR3081628
Tumors/Salivary	SRR3081629
Tumors/Salivary	SRR3081630
Tumors/Salivary	SRR3081631
Tumors/Salivary	SRR3081632
Tumors/Salivary	SRR3081633
Tumors/Salivary	SRR3081634
Tumors/Salivary	SRR3081635
Tumors/Salivary	SRR3081636
Tumors/Salivary	SRR3081637
Tumors/Salivary	SRR3081638
Tumors/Salivary	SRR3081639
Tumors/Salivary	SRR3081640
Tumors/Salivary	SRR3081641
Tumors/Salivary	SRR3081642
Tumors/Salivary	SRR3081643
Tumors/Salivary	SRR3081644
Tumors/Salivary	SRR3081645
Tumors/Salivary	SRR3081646
Tumors/Salivary	SRR3081647
Tumors/Salivary	SRR31414517
Tumors/Salivary	SRR31414518
Tumors/Salivary	SRR31414519
Tumors/Salivary	SRR31414520
Tumors/Salivary	SRR31414521
Tumors/Salivary	SRR31414522
Tumors/Salivary	SRR31414523
Tumors/Salivary	SRR31414524
Tumors/Salivary	SRR31414525
Tumors/Salivary	SRR31414526
Tumors/Salivary	SRR31414527
Tumors/Salivary	SRR31414528
Tumors/Salivary	SRR31414529
Tumors/Salivary	SRR31414530
Tumors/Salivary	SRR31414531
Tumors/Salivary	SRR31414532
Tumors/Salivary	SRR31414533
Tumors/Salivary	SRR31414534
Tumors/Salivary	SRR31414535
Tumors/Salivary	SRR31414536
Tumors/Salivary	SRR31414537
Tumors/Salivary	SRR31414538
Tumors/Salivary	SRR5685238
Tumors/Salivary	SRR5685239
Tumors/Salivary	SRR5685240
Tumors/Salivary	SRR5685241
Tumors/Salivary	SRR5685242
Tumors/Salivary	SRR5685243
Tumors/Salivary	SRR5685244
Tumors/Salivary	SRR5685245
Tumors/Salivary	SRR5685246
Tumors/Salivary	SRR5685247
Tumors/Salivary	SRR5685248
Tumors/Salivary	SRR5685249
Tumors/Salivary	SRR5685250
Tumors/Salivary	SRR5685251
Tumors/Salivary	SRR5685252
Tumors/Salivary	SRR5685253
Tumors/Salivary	SRR5685254
Tumors/Salivary	SRR5685255
Tumors/Salivary	SRR5685256
Tumors/Salivary	SRR5685257
Tumors/Salivary	SRR5685258
Tumors/Salivary	SRR5685259
Tumors/Salivary	SRR5685260
Tumors/Salivary	SRR5685263
Tumors/Salivary	SRR5685271
Tumors/Salivary	SRR5685272
Tumors/Salivary	SRR5685273
Tumors/Salivary	SRR5685274
Tumors/Salivary	SRR5685275
Tumors/Salivary	SRR5685276
Tumors/Salivary	SRR5685277
Tumors/Salivary	SRR5685278
Tumors/Salivary	SRR5685279
Tumors/Salivary	SRR5685280
Tumors/Salivary	SRR5685281
Tumors/Salivary	SRR5685292
Tumors/Salivary	SRR5685296
Tumors/Salivary	SRR5685299
Tumors/Salivary	SRR5685300
Tumors/Salivary	SRR5685301
Tumors/Salivary	SRR587175
Tumors/Salivary	SRR587176
Tumors/Salivary	SRR587177
Tumors/Salivary	SRR587178
Tumors/Salivary	SRR8762170
Tumors/Salivary	SRR8764040
Tumors/Salivary	SRR8764067
Tumors/Salivary	SRR9304319
Tumors/Salivary	SRR9304406
Tumors/SmallCellLung	ERR5992779
Tumors/SmallCellLung	ERR5992780
Tumors/SmallCellLung	ERR5992781
Tumors/SmallCellLung	ERR5992782
Tumors/SmallCellLung	ERR5992783
Tumors/SmallCellLung	ERR5992784
Tumors/SmallCellLung	ERR5992785
Tumors/SmallCellLung	ERR5992786
Tumors/SmallCellLung	ERR5992787
Tumors/SmallCellLung	ERR5992788
Tumors/SmallCellLung	ERR5992789
Tumors/SmallCellLung	ERR5992800
Tumors/SmallCellLung	ERR5992801
Tumors/SmallCellLung	ERR5992802
Tumors/SmallCellLung	ERR5992803
Tumors/SmallCellLung	ERR5992804
Tumors/SmallCellLung	ERR5992805
Tumors/SmallCellLung	ERR5992806
Tumors/SmallCellLung	ERR5992807
Tumors/SmallCellLung	ERR5992808
Tumors/SmallCellLung	ERR5992809
Tumors/SmallCellLung	ERR5992810
Tumors/SmallCellLung	ERR5992811
Tumors/SmallCellLung	ERR5992812
Tumors/SmallCellLung	ERR5992813
Tumors/SmallCellLung	ERR5992814
Tumors/SmallCellLung	ERR5992815
Tumors/SmallCellLung	SRR13780246
Tumors/SmallCellLung	SRR13780247
Tumors/SmallCellLung	SRR13780248
Tumors/SmallCellLung	SRR13780249
Tumors/SmallCellLung	SRR13780250
Tumors/SmallCellLung	SRR13780251
Tumors/SmallCellLung	SRR13780252
Tumors/SmallCellLung	SRR13780253
Tumors/SmallCellLung	SRR13780254
Tumors/SmallCellLung	SRR13780255
Tumors/SmallCellLung	SRR13780256
Tumors/SmallCellLung	SRR13780257
Tumors/SmallCellLung	SRR13780258
Tumors/SmallCellLung	SRR13780259
Tumors/SmallCellLung	SRR13780260
Tumors/SmallCellLung	SRR13780261
Tumors/SmallCellLung	SRR13780262
Tumors/SmallCellLung	SRR13780263
Tumors/SmallCellLung	SRR13780264
Tumors/SmallCellLung	SRR13780265
Tumors/SmallCellLung	SRR13780266
Tumors/SmallCellLung	SRR13780267
Tumors/SmallCellLung	SRR13780268
Tumors/SmallCellLung	SRR13780269
Tumors/SmallCellLung	SRR13780270
Tumors/SmallCellLung	SRR13780271
Tumors/SmallCellLung	SRR13780272
Tumors/SmallCellLung	SRR13780273
Tumors/SmallCellLung	SRR13780274
Tumors/SmallCellLung	SRR13780291
Tumors/SmallCellLung	SRR13858949
Tumors/SmallCellLung	SRR13858950
Tumors/SmallCellLung	SRR13858951
Tumors/SmallCellLung	SRR13858952
Tumors/SmallCellLung	SRR13858953
Tumors/SmallCellLung	SRR13858954
Tumors/SmallCellLung	SRR13858955
Tumors/SmallCellLung	SRR13858956
Tumors/SmallCellLung	SRR13858957
Tumors/SmallCellLung	SRR13858958
Tumors/SmallCellLung	SRR13858959
Tumors/SmallCellLung	SRR13858960
Tumors/SmallCellLung	SRR30228494
Tumors/SmallCellLung	SRR30228496
Tumors/SmallCellLung	SRR30228498
Tumors/SmallCellLung	SRR30228500
Tumors/SmallCellLung	SRR30228501
Tumors/SmallCellLung	SRR30228503
Tumors/SmallCellLung	SRR30228538
Tumors/SmallCellLung	SRR30544481
Tumors/SmallCellLung	SRR30544484
Tumors/SmallCellLung	SRR30544487
Tumors/SmallCellLung	SRR30544490
Tumors/SmallCellLung	SRR30544493
Tumors/SmallCellLung	SRR30544496
Tumors/SmallCellLung	SRR30544499
Tumors/SmallCellLung	SRR30544502
Tumors/SmallCellLung	SRR30544504
Tumors/SmallCellLung	SRR30544507
Tumors/SmallCellLung	SRR30544509
Tumors/SmallCellLung	SRR30544513
Tumors/SmallCellLung	SRR30544515
Tumors/SmallCellLung	SRR30544518
Tumors/SmallCellLung	SRR30544520
Tumors/SmallCellLung	SRR30544523
Tumors/SmallCellLung	SRR30544526
Tumors/SmallCellLung	SRR30544528
Tumors/SmallCellLung	SRR30544533
Tumors/SmallCellLung	SRR30544535
Tumors/SmallCellLung	SRR30544538
Tumors/SmallCellLung	SRR30544543
Tumors/SmallCellLung	SRR30544546
Tumors/SmallCellLung	SRR30544583
Tumors/SmallCellLung	SRR30544585
Tumors/SmallCellLung	SRR3214894
Tumors/SmallCellLung	SRR8762341
Tumors/Tongue	ERR2278845
Tumors/Tongue	ERR2278846
Tumors/Tongue	ERR2278847
Tumors/Tongue	ERR2278850
Tumors/Tongue	ERR2278852
Tumors/Tongue	ERR2278854
Tumors/Tongue	ERR2278856
Tumors/Tongue	ERR2278862
Tumors/Tongue	ERR2278865
Tumors/Tongue	ERR2278866
Tumors/Tongue	ERR2278868
Tumors/Tongue	ERR2278869
Tumors/Tongue	ERR2278876
Tumors/Tongue	ERR2278877
Tumors/Tongue	ERR2278881
Tumors/Tongue	ERR2278882
Tumors/Tongue	SRR10502313
Tumors/Tongue	SRR10502314
Tumors/Tongue	SRR14740626
Tumors/Tongue	SRR14740627
Tumors/Tongue	SRR14740628
Tumors/Tongue	SRR14740629
Tumors/Tongue	SRR14740632
Tumors/Tongue	SRR16013048
Tumors/Tongue	SRR16013050
Tumors/Tongue	SRR16013056
Tumors/Tongue	SRR16013059
Tumors/Tongue	SRR16013064
Tumors/Tongue	SRR16013065
Tumors/Tongue	SRR16013067
Tumors/Tongue	SRR16013070
Tumors/Tongue	SRR16013078
Tumors/Tongue	SRR16013079
Tumors/Tongue	SRR16013080
Tumors/Tongue	SRR16013082
Tumors/Tongue	SRR16013083
Tumors/Tongue	SRR16013084
Tumors/Tongue	SRR16013088
Tumors/Tongue	SRR16013090
Tumors/Tongue	SRR30787015
Tumors/Tongue	SRR30787018
Tumors/Tongue	SRR30787022
Tumors/Tongue	SRR30787031
Tumors/Tongue	SRR30787037
Tumors/Tongue	SRR30787039
Tumors/Tongue	SRR30787057
Tumors/Tongue	SRR30787058
Tumors/Tongue	SRR30787065
Tumors/Tongue	SRR30787074
Tumors/Tongue	SRR30787082
Tumors/Tongue	SRR30787096
Tumors/Tongue	SRR30787100
Tumors/Tongue	SRR30787101
Tumors/Tongue	SRR30787102
Tumors/Tongue	SRR30787109
Tumors/Tongue	SRR30787110
Tumors/Tongue	SRR30787111
Tumors/Tongue	SRR30787117
Tumors/Tongue	SRR30787119
Tumors/Tongue	SRR30787120
